complex,simple,source 
"Da steh ich nun, ich armer Tor!
Und was bringt mir das jetzt? Ich tu mir so leid.","Und bin so klug als wie zuvor;
Denn ich bin immer noch so dumm wie vorher.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Heiße Magister, heiße Doktor gar
Ich habe mehrere Abschlüsse von der Uni.","Und ziehe schon an die zehen Jahr
Und ich bin schon seit 10 Jahren Lehrer an der Uni.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
 ,"Herauf, herab und quer und krumm
Da mache ich Unterricht.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Meine Schüler an der Nase herum –
Und bringe meinen Schülern was bei.","Und sehe, daß wir nichts wissen können!
Aber es ist egal wie viel wir lernen: Wir wissen gar nichts.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Das will mir schier das Herz verbrennen.
Das macht mich total traurig.","Zwar bin ich gescheiter als all die Laffen,
Ich bin zwar viel klüger als die eingebildeten Studenten.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Doktoren, Magister, Schreiber und Pfaffen;
Und auch klüger als die Klugen und klüger als die Pfarrer.", ,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Mich plagen keine Skrupel noch Zweifel,
Ich bin total sebst·bewusst. Ich habe gar keine Bedenken.","Fürchte mich weder vor Hölle noch Teufel –
Ich habe nicht mal Angst vor der Hölle oder vor dem Teufel.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Dafür ist mir auch alle Freud entrissen,
Aber deswegen macht mir auch nichts mehr Spaß.","Bilde mir nicht ein, was Rechts zu wissen,
Ich glaube: ich weiß gar nichts Wichtiges.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Bilde mir nicht ein, ich könnte was lehren,
Ich glaube: ich kann keinem was Wichtiges beibringen.","Die Menschen zu bessern und zu bekehren.
Ich glaube: ich kann keinen besser machen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Auch hab ich weder Gut noch Geld,
Außerdem bin ich überhaupt nicht reich.","Noch Ehr und Herrlichkeit der Welt;
Und ich bin auch nicht berühmt.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Es möchte kein Hund so länger leben!
Ich tu mir so leid.","Drum hab ich mich der Magie ergeben,
Deswegen will ich jetzt zaubern lernen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Ob mir durch Geistes Kraft und Mund
Vielleicht können mir die Geister was beibringen.","Nicht manch Geheimnis würde kund;
Vielleicht kriege ich so ein paar Geheimnisse raus.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Daß ich nicht mehr mit saurem Schweiß
Dann muss ich mich nicht mehr so anstrengen.","Zu sagen brauche, was ich nicht weiß;
Dann bin ich mehr als nur ein normaler Lehrer.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Daß ich erkenne, was die Welt
Dann kann ich vielleicht endlich mehr verstehen.","Im Innersten zusammenhält,
Nämlich wie die ganze Welt funktioniert.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
"Schau alle Wirkenskraft und Samen,
Ich will will endlich alles verstehen.","Und tu nicht mehr in Worten kramen.
Ich habe keine Lust mehr Bücher darüber zu lesen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/qualitaet/ich-tu-mir-so-leid-deswegen-will-ich-jetzt-zaubern-lernen
Hamburgisches Kultur- und Tourismustaxengesetz,§ 1 Steuergegenstand,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/wahrnehmung/leichte-sprache-ein-krankenhaus-ist-kein-hotel
"(1) Der Steuer unterliegt der Aufwand für die entgeltliche Übernachtung einer Person in der Freien und Hansestadt Hamburg in einem Beherbergungsbetrieb. Als Übernachtung gilt bereits die entgeltliche Erlangung der Beherbergungsmöglichkeit unabhängig von der tatsächlichen Inanspruchnahme. Der Übernachtung steht die Nutzung der Beherbergungsmöglichkeit, ohne dass eine Übernachtung erfolgt, gleich, sofern hierfür ein gesonderter Aufwand betrieben wird. Ausgenommen von der Steuer sind Übernachtungen, die für eine berufliche oder betriebliche Tätigkeit des Übernachtungsgastes zwingend erforderlich sind. Der Betreiber des Beherbergungsbetriebes hat die zwingende Erforderlichkeit einer Übernachtung für eine berufliche oder betriebliche Tätigkeit des Übernachtungsgastes durch geeignete Belege nachzuweisen.","(2) Als Beherbergungsbetrieb gilt jeder Betrieb, bei dem Tätigkeiten zur Bereitstellung von kurzzeitigen Beherbergungsmöglichkeiten ausgeübt werden. Nicht als Übernachtung im Sinne dieses Gesetzes gilt das Unterkommen in Krankenhäusern, Rehabilitationskliniken, Alten- und Pflegeheimen, Hospizen und vergleichbaren Einrichtungen, die dem Unterkommen von Personen in besonderen sozialen Situationen dienen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/wahrnehmung/leichte-sprache-ein-krankenhaus-ist-kein-hotel
"Die Stadt Hamburg hat ein Gesetz für Touristen
Erster Teil vom Gesetz
Darum geht es bei der Steuer
Wann muss die Steuer bezahlt werden?
Wenn jemand in Hamburg im Hotel schläft.
Oder wenn jemand nur ein Zimmer im Hotel bestellt.
Es reicht auch ein Hotelzimmer ohne schlafen.
Wer muss die Steuer bezahlen?
Der Besitzer vom Hotel muss die Steuer bezahlen.
Wann muss die Steuer nicht bezahlt werden?","Wenn jemand nur wegen seinem Job in Hamburg schläft.
Manchmal muss man unbedingt in Hamburg schlafen.
Weil man sonst seine Arbeit nicht machen kann.
Dann muss der Besitzer vom Hotel dafür keine Steuer bezahlen.
Das muss man aber gut beweisen.
Der Besitzer vom Hotel muss sich um die Beweise kümmern.
Sonst muss er trotzdem die Steuer bezahlen.
Was ist ein Hotel?
Wenn man sich in einem Haus kurz als Gast aufhalten kann.
Und wenn das Haus extra dafür betrieben wird.
Was ist kein Hotel?",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/wahrnehmung/leichte-sprache-ein-krankenhaus-ist-kein-hotel
"Die Leichte Sprache nimmt den Inhalt ernst, aber nicht schwer. Das kann erhellend sein. Hier die Übersetzung einer Antwort des Bundesministeriums für Wirtschaft und Energie auf Vorwürfe zur Missachtung der UN-Menschenrechts-Resolution per Twitter am 21. Juli 2019.","Die Regierung von Deutschland hat viele Aufgaben.
Diese Aufgaben verteilt sie auf einzelne Gruppen.
Eine Gruppe kümmert sich zum Beispiel um Arbeit und Strom.
Das ist das „Bundes·ministerium für Wirtschaft und Energie“.
Die Abkürzung von dieser Gruppe ist: BMWi.
Im Internet antwortet das BMWi den Leuten.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/gehalt/leichte-sprache-also-haben-wir-uns-nur-ganz-wenig-vorgenommen
"Einer hat geschrieben:
„Man darf die Menschen nicht schlecht behandeln.
Dafür gibt es Gesetze: die Menschen·rechte.
Aber manche Firmen behandeln Menschen trotzdem schlecht.
Das muss die Regierung verbieten.
Aber manchmal macht die Regierung das nicht.
Dann verdienen die Firmen viel Geld.
Aber die Leute leiden darunter.
Das macht mich sehr wütend.
Deswegen frage ich die Regierung:
Schämt ihr euch nicht dafür?
Ist euch das Geld wichtiger als die Menschen?“","Das BMWi hat geantwortet:
„Wir wollten die Leute nicht enttäuschen.
Wir könnten uns viel Gutes vornehmen.
Aber vielleicht schaffen wir das gar nicht.
Und dann wären die Leute enttäuscht.
Also haben wir uns nur ganz wenig vorgenommen.
Denn dann erwarten die Leute nicht so viel von uns.
Damit machen wir es uns nicht so schwer.
Damit können wir nicht so viel falsch machen.“",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/gehalt/leichte-sprache-also-haben-wir-uns-nur-ganz-wenig-vorgenommen
"Die Leichte Sprache nimmt den Inhalt ernst, aber nicht schwer. Das kann erhellend sein. Hier die Übersetzung einiger Passagen eines Interessenbekundungsverfahrens des Auswärtigen Amtes vom 17. Juni 2019.","+++++ KEIN VERGABEVERFAHREN +++++
Interessenbekundungsverfahren nach § 7 Abs. 2 BHO",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/mit-leichtem-gepaeck/dann-kriegt-der-journalist-kein-geld
Das hier ist noch kein Angebot für eine Arbeit. Wir wollen nur wissen: Willst du für uns arbeiten?,"Das Auswärtige Amt möchte mit diesem Interessenbekundungsverfahren interessierten Personen die Möglichkeiten geben, darzulegen, ob und inwieweit sie öffentlichen Zwecken dienende wirtschaftliche Tätigkeiten erbringen könnten. Das hier initiierte Interessenbekundungsverfahren ersetzt keine Bewerbung auf ein mögliches späteres Vergabeverfahren. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/mit-leichtem-gepaeck/dann-kriegt-der-journalist-kein-geld
Das Auswärtige Amt sucht neue Mitarbeiter. Aber nicht jeder kann alle Aufgaben dafür erfüllen. Jetzt fragt das Auswärtige Amt: Wer traut sich das zu? Das Auswärtige Amt gehört zur deutschen Regierung. Es achtet auf die Beziehungen zu den anderen Ländern. Deutschland soll sich mit den anderen Ländern vertragen. Das Auswärtige Amt kann man so abkürzen: AA.,"Die Auslandskommunikation der Bundesregierung erfolgt federführend durch das Auswärtige Amt (AA). Zentrales Ziel des Bereichs „Strategische Kommunikation“ ist es, außenpolitisch relevante Themen kommunikativ rasch und zugleich nachhaltig zu vermitteln, v. a. im digitalen Raum. Um aufbauend auf strategischen Kommunikationskonzepten neue Themen schnell und zielgruppenorientiert multimedial aufbereiten zu können, sucht das zuständige Referat einen Journalisten zur Mitarbeit auf freiberuflicher Basis. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/mit-leichtem-gepaeck/dann-kriegt-der-journalist-kein-geld
Manchmal muss Deutschland anderen Ländern was sagen. Darum kümmert sich das AA. Eine Abteilung vom AA heißt: „Strategische Kommunikation“. Die Abteilung erzählt den anderen Ländern von Deutschland. Aber nur wenn es für die anderen Ländern interessant ist. Die Abteilung muss schnell sein und muss gut erklären können. Meistens nutzt die Abteilung dafür das Internet. Jetzt sucht die Abteilung einen Journalisten. Der Journalist soll beim Erklären helfen.,"Der Dienstvertrag soll für 12 Monate abgeschlossen werden (…). Ein Anspruch des Auftragnehmers auf Einzelaufträge besteht nicht. Die Tätigkeit wird bedarfsorientiert flexibel gestaltet, eine Kapazität für mindestens 4 Tagessätze pro Monat sollte jedoch vorhanden sein. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/mit-leichtem-gepaeck/dann-kriegt-der-journalist-kein-geld
Der Journalist kriegt dann einen Vertrag für 1 Jahr. Vielleicht gibt es aber in der ganzen Zeit nichts zu tun. Dann kriegt der Journalist auch kein Geld. Aber wahrscheinlich gibt es schon was zu tun. Wir glauben: 4 Tage im Monat gibt es bestimmt was zu tun.,"Die Bereitstellung der Unterlagen zum Interessenbekundungsverfahren erfolgt ohne Einschränkung und kostenfrei. (…) Die Abgabe unzutreffender Erklärungen kann strafrechtliche, zivilrechtliche und Folgen bei der künftigen Vergabe öffentlicher Aufträge haben. (…) Das Interessenbekundungsverfahren unterliegt deutschem Recht (…). Es gilt – auch über die Durchführung des Interessenbekundungsverfahrens hinaus – das deutsche Recht.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/mit-leichtem-gepaeck/dann-kriegt-der-journalist-kein-geld
Du kannst uns jetzt deine Unterlagen schicken.Dafür kriegst du kein Geld von uns. Du darfst in den Unterlagen nicht lügen. Sonst zeigen wir dich vielleicht an. Oder du darfst niemals mehr bei uns arbeiten. Es gelten die Gesetze von Deutschland. Die Gesetze von Deutschland gelten nicht nur jetzt. Die Gesetze von Deutschland gelten immer.,"Print-Ausgabe kaufen
Digital-Ausgabe kaufen",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/mit-leichtem-gepaeck/dann-kriegt-der-journalist-kein-geld
"Offene Antwort an Rezo:
Wie wir die Sache sehen

Viele Menschen haben in den vergangenen Tagen über Dein Youtube-Video gesprochen. Es spitzt Kritikpunkte zu und verkürzt, um zu provozieren. Das ist nichts Neues in der politischen Auseinandersetzung (…). In unserem freien Land darf jeder seine Meinung äußern, (…) das ist das Herzstück unserer Demokratie. (…)","Ein Mann mit dem Namen Rezo hat ein Video gemacht.
In diesem Video kritisiert er die Partei CDU.
Wir sind die CDU und das ist unsere Antwort an Rezo:
Dein Video ist sehr bekannt.
Du erzählst darin aber nicht die ganze Wahrheit.
Du übertreibst und willst uns damit ärgern.
Das ist nichts Neues. Das machen Politiker schon lange.
Das ist erlaubt. In Deutschland darf man alles sagen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/komplexitaet/unser-video-ist-super-geworden
"Wir haben in der CDU gemeinsam überlegt, wie wir mit Deiner Kritik (…) umgehen. (…) Wir hatten uns für eine Antwort auf derselben Ebene entschieden – für ein Video. Wir haben ein klasse Produkt erarbeitet (…).","Wir haben zusammen überlegt: Wie antworten wir dir?
Du hast ein Video fürs Internet gemacht.
Also haben wir auch ein Video gemacht.
Unser Video ist super geworden.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/komplexitaet/unser-video-ist-super-geworden
 ,"Wir haben aber auch gleichzeitig immer wieder abgewogen, ob eine Antwort auf derselben Ebene – Video gegen Video – für uns als CDU die richtige, die angemessene Antwort ist. Ob es der notwendigen politischen Auseinandersetzung hilft oder Politik zum Spektakel macht. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/komplexitaet/unser-video-ist-super-geworden
"Wir haben auch überlegt:
Passt ein Video überhaupt zur CDU?
Ist das die richtige Antwort?
Können wir damit etwas Wichtiges sagen?
Ist das ernst genug für die Politik?","Wir (die CDU) sind entstanden aus den Trümmern eines zerstörten Landes als Union, in der Platz war und ist (…) für alle, die etwas aufbauen wollen – nicht zerstören. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/komplexitaet/unser-video-ist-super-geworden
"Wann ist die CDU entstanden?
Als Deutschland vom Krieg kaputt war.
Die CDU will aufbauen und nicht kaputt machen.","Denn gerade von der CDU wird in aufgewühlten Zeiten erwartet, dass sie überlegt, reflektiert und mit kühlem Kopf antwortet. Verkürzen (…), verdrehen (…), übertreiben (…): Wir distanzieren uns (…) von dieser Art, Politik zu machen. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/komplexitaet/unser-video-ist-super-geworden
"Heute sind viele Leute aufgeregt.
Da muss die CDU ruhig bleiben.
Manche übertreiben oder lügen.
Aber wir machen so was nicht.", ,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/komplexitaet/unser-video-ist-super-geworden
"Antworten zu geben, die über den Tag hinaus tragen, das erfordert Zeit, das erfordert Maß und Mitte. (…) Wir leisten uns die Freiheit, unsere Auffassungen zu vertreten, auf die Art und Weise, für die uns unsere Mitglieder, Wähler und Sympathisanten vertrauen.","Wir wollen keine schnellen Antworten geben.
Für unsere Antworten brauchen wir Ruhe.
Wir wollen daher doch lieber anders antworten.
So wie wir es immer gemacht haben.
Also haben wir das Video keinem gezeigt.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/komplexitaet/unser-video-ist-super-geworden
"Die Leichte Sprache nimmt den Inhalt ernst, aber nicht schwer. Das kann erhellend sein. Hier die Übersetzung einiger Passagen über „Alkohol“ auf der Homepage der Deutschen Hauptstelle für Suchtfragen.",Die Beliebtheit und weite Verbreitung alkoholischer Getränke erklärt sich nicht zuletzt durch die meist angenehm empfundene Wirkung eines mäßigen Alkoholkonsums. So wirkt er in geringer Menge in der Regel anregend und stimmungssteigernd. Er kann Hemmungen und Ängste abbauen helfen und die Kontakt- und Kommunikationsbereitschaft fördern. (…),https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/unabhaengigkeit/leichte-sprache-die-wirkung-von-alkohol-ist-meistens-angenehm
"Alkohol ist sehr beliebt.
Viele Leute trinken Alkohol.
Denn: Die Wirkung von Alkohol ist meistens angenehm.
Aber nur wenn man nicht zu viel trinkt.
Dann macht Alkohol gute Laune.
Und man hat weniger Angst.
Und man kann leichter andere Leute ansprechen.","Bei ansteigendem Blutalkoholspiegel kommt es aufgrund der dadurch bedingten Vergiftung schließlich zu Störungen der Wahrnehmung und der Aufmerksamkeit. Urteilskraft, Koordinationsfähigkeit und Sprache werden zunehmend beeinträchtigt, und schließlich stellt sich eine erhebliche Ermüdung und Benommenheit ein. Bei sehr hohem Promillegehalt kann es (…) zum tödlichen Ausgang kommen. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/unabhaengigkeit/leichte-sprache-die-wirkung-von-alkohol-ist-meistens-angenehm
"Man kann aber auch mehr Alkohol trinken.
Dann bekommt man eine Vergiftung.
Dann ist man plötzlich verwirrt.
Dann reagiert man auf einmal anders.
Und man kann nicht mehr so gut laufen und sprechen.
Wenn man noch mehr trinkt: Dann wird man sehr müde.
Und wenn man noch mehr trinkt: Dann stirbt man vielleicht.","Akute Risiken des Alkoholkonsums ergeben sich vor allem aus der Beeinträchtigung der Konzentrations- und Reaktionsfähigkeit, der Wahrnehmung und der Urteilskraft. Dies kann bereits bei geringen Alkoholmengen der Fall sein. Hieraus ergibt sich eine erhöhte Unfallgefahr (…). Darüber hinaus kommt es infolge erhöhten Alkoholkonsums häufig zu Aggression und Gewalt, sodass ein Großteil aggressiver Straftaten unter Alkoholeinfluss begangen wird. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/unabhaengigkeit/leichte-sprache-die-wirkung-von-alkohol-ist-meistens-angenehm
"Alkohol kann gefährlich sein.
Zum Beispiel weil man dann Gefahren falsch einschätzt.
Oder weil man nur noch langsam reagieren kann.
Das kann auch schon bei wenig Alkohol passieren.
Da baut man schnell einen Unfall.
Manche Leute haben ein Problem mit Alkohol.
Dann werden sie böse und schlagen andere Leute.
Vor einer Schlägerei wird meistens Alkohol getrunken.","Da der Alkohol durch das Blut über den ganzen Körper verteilt wird, kommt es bei regelmäßig erhöhtem Konsum in praktisch allen Geweben zu Zellschädigungen. (…) Alkohol kann eine psychische und körperliche Abhängigkeit erzeugen. Sein besonderes Gefährdungspotenzial besteht darin, dass Alkohol praktisch unbeschränkt verfügbar ist. Infolgedessen ist sein Konsum extrem weit verbreitet und erfolgt in großen Bevölkerungsgruppen regelmäßig. In erheblichem Maße ist ein „schädlicher Gebrauch“ bzw. „Missbrauch“ – d. h. ein die Gesundheit schädigendes Konsumverhalten – zu beobachten.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/unabhaengigkeit/leichte-sprache-die-wirkung-von-alkohol-ist-meistens-angenehm
"Die Leichte Sprache nimmt den Inhalt ernst, aber nicht schwer. Das kann erhellend sein. Hier die Übersetzung der Richtlinie zur Förderung von Projekten zum Thema „Erklärbarkeit und Transparenz des Maschinellen Lernens und der Künstlichen Intelligenz“ im Bundesanzeiger am 4. April 2019.","Mit der Strategie Künstliche Intelligenz (KI) hat die Bundesregierung einen Rahmen für die weitere Entwicklung und Anwendung von KI in Deutschland geschaffen, um den Forschungsstandort Deutschland zu sichern, die Wettbewerbsfähigkeit der deutschen Wirtschaft auszubauen und die vielfältigen Anwendungsmöglichkeiten von KI in allen Bereichen der Gesellschaft im Sinne eines spürbaren gesellschaftlichen Fortschritts und im Interesse der Bürgerinnen und Bürger zu fördern. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/provinz/leichte-sprache-oder-kommt-dabei-nur-unsinn-raus
"Computer werden immer schneller.
Manche Computer können komplizierte Probleme lösen.
Ein bisschen wie Menschen.
Das nennt man: Künstliche Intelligenz.
Die Abkürzung für Künstliche Intelligenz ist: KI.
Die Regierung von Deutschland findet KI gut.
Die Regierung von Deutschland will mehr KI in Deutschland.
Denn KI ist gut für die Wirtschaft.
Das heißt: Den Leuten geht es besser.","Die aktuellen Fortschritte der KI, insbesondere im Bereich Maschinelles Lernen (ML), basieren auf dem exponentiellen Zuwachs an leistungsfähiger Hardware und deren Nutzung für die Verarbeitung von zumeist großen Datenbeständen. Mit der „Richtlinie zur Förderung von Forschungsvorhaben zur automatisierten Analyse von Daten mittels Maschinellen Lernens“ fördert das Bundesministerium für Bildung und Forschung (BMBF) seit dem Jahr 2018 verschiedene Forschungsvorhaben mit dem Ziel, die breite Anwendbarkeit der Methoden und Verfahren des ML deutlich zu steigern.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/provinz/leichte-sprache-oder-kommt-dabei-nur-unsinn-raus
"Manche Computer bringen sich selber Sachen bei.
Das nennt man: Maschinelles Lernen.
Die Abkürzung für Maschinelles Lernen ist: ML.
ML funktioniert weil die Computer besser werden.
Die Computer können viel mehr Informationen verarbeiten.
Die Regierung von Deutschland findet das gut.
Die Regierung von Deutschland will mehr ML.
Deswegen gibt die Regierung von Deutschland Geld aus.
Mit diesem Geld sollen die Computer neue Sachen lernen.
Damit die Computer noch mehr können.","Das Maschinelle Lernen zur Analyse von Daten erfordert als Methode in jedem Fall eine nachgelagerte Überprüfung, Validierung und Interpretation der Ergebnisse. Die Ergebnisüberprüfung hat einen wesentlichen Anteil an der Arbeit mit Systemen des ML. Der dabei zu treibende Aufwand bestimmt den Netto-Nutzen von ML-Systemen in entscheidender Weise. In dem Maße, wie dieser methodisch nicht zu umgehende Arbeitsschritt durch geeignete Werkzeuge unterstützt wird, um einfachere und zuverlässigere Aussagen treffen zu können, steigt der Nutzwert von ML-Systemen in der Praxis. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/provinz/leichte-sprache-oder-kommt-dabei-nur-unsinn-raus
"Die Computer können viele neue Informationen verarbeiten.
Das bringen sich die Computer selber bei.
Aber lernen die Computer auch ordentlich?
Oder kommt dabei nur Unsinn raus?
Das muss man überprüfen.
Diese Überprüfung ist sehr wichtig.
Denn die Computer können auch Unsinn lernen.
Dann bringt die ganze Arbeit nichts.
Die Überprüfung muss richtig gut sein.
Mit einer guten Überprüfung ist ML viel wert.
Ohne eine gute Überprüfung ist ML nichts wert.","ML wird in der Praxis erst dann breit einsetzbar sein, wenn das Verhalten einer Anwendung in der Nutzung  nachvollziehbar wird. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/provinz/leichte-sprache-oder-kommt-dabei-nur-unsinn-raus
"Die Leichte Sprache nimmt den Inhalt ernst, aber nicht schwer. Das kann erhellend sein. Hier die Übersetzung einer E-Mail von blanczita@yahoo.com vom 3. Dezember 2018.","Guten Tag Liebste, Ich heiße Zita Blanc, bin ein einziges Mädchen, französischer Staatsbürger,",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/gefuehle/die-leichte-sprache-das-kannst-du-auf-jeden-fall-glauben
"Hallo.
Mein Name ist Zita Blanc.
Ich komme aus Frankreich und ich habe keine Geschwister.","Ich möchte Ihre Dienste als Partner / Investor anfragen und mich dabei unterstützen, mein Geld zu transferieren und zu verwalten, indem ich in gewinnbringende Projekte wie den Kauf von Unternehmensanteilen oder den Real Estate Investment Trust-Fonds investiere. Ich bin jetzt nicht in Frankreich. Ich habe niemanden hier.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/gefuehle/die-leichte-sprache-das-kannst-du-auf-jeden-fall-glauben
"Kannst du mir helfen?
Ich möchte Geld überweisen.
Mit dem Geld will ich Teile von Firmen kaufen.
Ich will damit Geld verdienen.
Das nennt man: investieren.
Ich bin nicht in Frankreich und ich bin ganz allein.","Ich habe eine vernünftige Summe, die ich von meinem Stiefvater Mr. Desmond Blanc geerbt habe. Ich möchte, dass Sie mir helfen, in Ihrem Land zu investieren. Bitte nehmen Sie mich wie Ihre Tochter oder Ihre Schwester.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/gefuehle/die-leichte-sprache-das-kannst-du-auf-jeden-fall-glauben
"Mein Stief·Vater ist gestorben.
Ich habe viel Geld von ihm bekommen.
Das nennt man: erben.
Du sollst mir helfen wie deiner Familie.","Im Anhang sind meine persönlichen Fotos, der Nachweis der Hinterlegung des Fonds, mein internationaler Reisepass und die Sterbeurkunde meines verstorbenen Vaters in Frankreich sowie der rechtliche Wille. Ich sende all dies, damit Sie darauf vertrauen können, dass Sie mit einer echten Person zu tun haben.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/gefuehle/die-leichte-sprache-das-kannst-du-auf-jeden-fall-glauben
"Und du sollst mir auf jeden Fall glauben.
Deswegen habe ich viele Dokumente kopiert.
Ich habe dir die Kopien geschickt.
Denn ich bin ein richtiger Mensch.
Ich bin kein Betrüger.
Das kannst du auf jeden Fall glauben.","Bitte antworten Sie mir, sobald Sie diese Nachricht und die Dokumente gelesen haben, damit ich wissen kann, wie ich vorgehen soll.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/gefuehle/die-leichte-sprache-das-kannst-du-auf-jeden-fall-glauben
"Bitte antworte mir.
Dann sehen wir weiter. ",Freundliche Grüße Fräulein Zita Blanc.,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/gefuehle/die-leichte-sprache-das-kannst-du-auf-jeden-fall-glauben
"Cyber-Angriffe auf Staaten und deren kritische Infrastrukturen sind schon lange keine Fiktion mehr, sondern Realität. Die mögliche Anonymität von Angriffen und die kostengünstigen Möglichkeiten zur asymmetrischen Wirkung haben Cyber-Angriffe und Maßnahmen im Informationsumfeld zu einem wirkungsvollen Mittel gemacht – häufig um Ziele unterhalb der Schwelle eines militärischen Angriffs durchzusetzen. (…) Viele Partnerländer haben Cyber-Fähigkeiten in eigenen Organisationsformen ausgeprägt. Auch die Bundeswehr baut ihren Beitrag im Rahmen der Sicherheitsarchitektur in Deutschland aus, um als zunehmend digitalisierte Großorganisation die Chancen der Digitalisierung zu nutzen, aber auch um den Bedrohungen aus dem Cyber- und Informationsraums zu begegnen.","Viele Leute haben heute Computer.
Auch Firmen und Regierungen haben Computer.
Verbrecher greifen diese Computer an.
Die Verbrecher können das von zu Hause aus machen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2019/digitalisierung/leichte-sprache-die-leute-sollen-nicht-so-viel-verdienen
